retweet_origin_user_id,bias,retweet_origin_username,screen_name
27075032,Left,Oliver Darcy,oliverdarcy
961403308794527744,Left,Gabrielle d'Ayr,BrieforNevada
624210678,Right,Millie Weaver 🇺🇸,Millie__Weaver
50317463,Right,Michael Steele,MichaelSteele
21316253,Center,Zeke Miller,ZekeJMiller
431777800,Center,حسن سجواني 🇦🇪 Hassan Sajwani,HSajwanization
143500773,Left,Justin Baragona,justinbaragona
45840174,Right,Attorney General Ken Paxton,KenPaxtonTX
1152598802873880576,Right,Bill Hagerty,BillHagertyTN
26754354,Left,Amy Gardner,AmyEGardner
890381594170712064,Center,Annie Grayer,AnnieGrayerCNN
872148729184362497,Right,Paul Gosar,DrPaulGosar
1138076821533155328,Left,Rep. Jamaal Bowman Ed.D.,JamaalBowmanNY
78445977,Left,Rep. Gerry Connolly,GerryConnolly
16326882,Center,Adam Serwer 🍝,AdamSerwer
131497030,Left,Van Jones,VanJones68
1733467884,Center,shoe,shoe0nhead
3023272478,Left,Governor Kate Brown,OregonGovBrown
54412900,Right,Devin Nunes,DevinNunes
24209167,Left,Josh Shapiro,JoshShapiroPA
164075542,Center,Josh Wingrove,josh_wingrove
463765807,Center,Nate Cohn,Nate_Cohn
1081222837459996672,Left,Rep. Katie Porter,RepKatiePorter
14201721,Right,Occam's Razor ★,occamsrazor45
11651202,Right,Steve Daines,SteveDaines
11347122,Left,Gavin Newsom,GavinNewsom
2315698776,Center,Robert J. O'Neill,mchooyah
435331179,Left,Rashida Tlaib,RashidaTlaib
59331128,Left,Philip Rucker,PhilipRucker
4808402532,Right,Henry Rodgers,henryrodgersdc
872563312394870785,Left,Resist Programming 🛰,RzstProgramming
1056922520199270401,Center,Mazi Nnamdi Kanu,MaziNnamdiKanu
21293089,Center,JodiJacobson 🇺🇦 🩸🦷 @jljacobson@mastodon.social,jljacobson
20094409,Left,Barb McQuade,BarbMcQuade
929823128259387392,Left,Frank Figliuzzi,FrankFigliuzzi1
17349381,Right,Frank Pavone,frfrankpavone
359403242,Right,Dr. Kelli Ward 🇺🇸,kelliwardaz
16950628,Left,Wendell Potter,wendellpotter
765255265503543296,Center,Margot Cleveland,ProfMJCleveland
28185163,Left,Beau Willimon,BeauWillimon
202206694,Right,Sen. John Barrasso,SenJohnBarrasso
21862217,Left,Krystal Ball,krystalball
373522445,Left,Bradley P. Moss,BradMossEsq
235196204,Left,Glenn Kessler,GlennKesslerWP
151930383,Center,Gordon G. Chang,GordonGChang
19899980,Left,Caitlin Johnstone,caitoz
1248996730940448774,Center,Room Rater,ratemyskyperoom
2410068528,Right,Aubrey Huff,aubrey_huff
14270650,Left,Karen Tumulty,ktumulty
16948493,Center,Tariq Nasheed 🇺🇸,tariqnasheed
17980523,Right,Bill Mitchell,mitchellvii
1207874097251639296,Right,Madison Cawthorn,CawthornforNC
235251868,Right,Governor Kristi Noem,GovKristiNoem
727549620,Center,Heather Walker,_HeatherWalker
312382472,Center,Adam Kelsey,adamkelsey
1332630685,Left,Briahna Joy Gray,briebriejoy
15429807,Center,chuckwestover,chuckwestover
73206956,Left,José Andrés 🇺🇸🇪🇸🇺🇦,chefjoseandres
185270017,Left,David Enrich,davidenrich
14102215,Left,Keith Edwards,keithedwards
986781648,Right,Jeff Sessions,jeffsessions
297100174,Center,Anne Applebaum,anneapplebaum
100420381,Left,Jabin Botsford,jabinbotsford
15931637,Left,Jonathan Karl,jonkarl
44774107,Right,John Dennis,RealJohnDennis
16563015,Left,Greg Bluestein,bluestein
88215673,Left,Mark Joseph Stern,mjs_DC
131546062,Right,Rick Scott,SenRickScott
84734907,Left,Kristen Clarke,KristenClarkeJD
87679233,Right,Alex Berenson,AlexBerenson
238259855,Center,Chris Jansing,ChrisJansing
27282113,Left,Nancy Levine Stearns ✍️,nancylevine
15207668,Right,House Republicans,HouseGOP
241201438,Left,Bakari Sellers,Bakari_Sellers
744616500485558273,Center,@JulieZebrak,JulieZebrak
966612436978581504,Center,"Alpha OmegaEnergy ""The Energy Kraken""",AOECOIN
1024191646634786818,Right,Derek Utley,realDerekUtley
2175836343,Right,Madison Gesiotto Gilbert,madisongesiotto
42971403,Left,David Begnaud,DavidBegnaud
192947735,Center,Davido,davido
388513351,Left,Jen Psaki,jrpsaki
1252493827228786693,Center,Somto Okonkwo,General_Somto
1194780218667470849,Right,Lindsey Graham’s Conscience parody,LGsConscience
60403024,Right,Andrew Clark,AndrewHClark
3231657095,Center,Anthony Sabatini,AnthonySabatini
1121492192235806721,Left,Team Warren,TeamWarren
195826487,Center,Richard N. Haass,RichardHaass
54746171,Right,RunningTheRace,2runtherace
7270292,Right,Sen. Jim Inhofe,JimInhofe
242926427,Right,Jaime Herrera Beutler,HerreraBeutler
15463486,Center,Ken Thomas,KThomasDC
221298491,Left,Tim Hogan,timjhogan
534023,Right,ALX 🇺🇸,alx
1217917146421960704,Center,Jon Lion Fine Art 🌈,jonlionfineart2
77852581,Left,Laura Bassett,LEBassett
892188990991876096,Right,✞🌸TrumpGirlOnFire 🔥,TrumpGirlOnFire
1245414763745677312,Right,Equipo Trump - Text VAMOS to 88022,EquipoTrump
1143571304404148224,Left,Win the Era HQ,wintheera
19926675,Right,Kevin Brady,RepKevinBrady
19186003,Left,Seung Min Kim,seungminkim
4486093643,Left,DNC War Room,DNCWarRoom
449974837,Right,John Mappin,JohnMappin
263822801,Center,✨⃤djcalligraphy,DJcalligraphy
731167584,Center,Ronald Brownstein,RonBrownstein
326255267,Left,Andy Kaczynski,KFILE
17061263,Right,Benjamin Netanyahu - בנימין נתניהו,netanyahu
1140379748268466176,Left,File411,File411
200846651,Left,@tiffanydcross,TiffanyDCross
1349170292564905988,Center,Karine Jean-Pierre,PressSec
218325695,Left,Ben Jacobs,Bencjacobs
762389795037294592,Right,Melissa Tate,TheRightMelissa
130651720,Center,Anthony Walker - Слава Україні 🇺🇦,anthonycwalker
2382106993,Center,Molly McKew,MollyMcKew
450492561,Right,Richard Miriti,RedPillBM
71627462,Right,Jonah Goldberg,JonahDispatch
968650362,Right,Tom Cotton,SenTomCotton
163987185,Center,Heath Mayo,HeathMayo
3241707920,Center,Arctic Friend,FriendEden100
338779219,Left,mike casca,cascamike
83374478,Left,Will Saletan (wsaletan on Threads),saletan
14559721,Right,Grant Stinchfield,stinchfield1776
23588075,Center,Ayman,AymanM
130684893,Right,Andy McCarthy,AndrewCMcCarthy
6811832,Right,"Karlyn Borysenko, the modern day Yuri Bezmenov",DrKarlynB
722242009,Left,Carole Cadwalladr,carolecadwalla
726936092746743808,Center,American.357,ASimplePatriot
1337531542114078722,Right,JovanHuttonPulitzer™,JovanHPulitzer
16113700,Right,Charlie Spiering,charliespiering
35039490,Right,Mark Dice,MarkDice
1573472503,Center,VeBee🇺🇸✝️,VeBo1991
1009560837734846464,Center,LivePDDave 🇺🇸,LivePDDave1
820705814906339328,Left,Justice Democrats,justicedems
1267822628670042116,Left,Trump & Putin belong in prison,WarnockWarrior
873930654286827520,Center,White House Photos,photowhitehouse
1264663304573763590,Right,John M. Pierce,CaliKidJMP
763542800377876480,Left,Alan Resisting GQP🌵,angry__saint
20480549,Center,David Shuster,DavidShuster
16031927,Center,Greta Van Susteren,greta
19697415,Left,Bill Maher,billmaher
2172596028,Left,Dan Price,DanPriceSeattle
250492272,Left,Igor Bobic,igorbobic
17243913,Left,Kim,kim
14260960,Left,Justin Trudeau,JustinTrudeau
355591226,Left,DSA,DemSocialists
975200486,Right,Thomas Massie,RepThomasMassie
2922928743,Left,Dan Pfeiffer,danpfeiffer
195870839,Center,((( Freddy Atton ))) 🌊 🇺🇦,freddyatton
730526980370776064,Left,TrumpsTaxes,TrumpsTaxes
23911915,Left,Josh Lederman,JoshNBCNews
43963249,Center,House Democrats,HouseDemocrats
2832475948,Center,Mark Elliott,markmobility
61283362,Right,Tim Kennedy,TimKennedyMMA
258508126,Center,Robert Sherman,RobertShermanTV
1084817523378454529,Left,Governor JB Pritzker,GovPritzker
14167059,Left,Tyler Pager,tylerpager
1128229388,Center,Ali Zaslav,alizaslav
18071459,Right,MARK SIMONE,MarkSimoneNY
3131144855,Center,Boris Johnson,BorisJohnson
16228398,Center,Mark Cuban,mcuban
1634248890,Left,Ken Klippenstein,kenklippenstein
1058807868,Right,Ron DeSantis,GovRonDeSantis
110445334,Center,Megyn Kelly,megynkelly
1157848416279396352,Center,"Cyrus A Parsa, The A.I. Organization, ✍ 塞瑞斯, AI组织",CyrusAParsa1
49783304,Center,LAURENCE HAIM,lauhaim
18028893,Center,Jesse Rodriguez,JesseRodriguez
153517357,Left,Aaron Maté,aaronjmate
15324851,Left,Senator Chris Coons,ChrisCoons
825337281405923328,Center,Henry Davis,Henryhooddavis
858466264875900929,Center,Barry R McCaffrey,mccaffreyr3
23903580,Left,The Bern Identity,bern_identity
24165761,Left,Michael Skolnik,MichaelSkolnik
704943112217608193,Right,Matt Braynard,MattBraynard
19346439,Center,LouiseMensch 🇺🇸🇺🇦,LouiseMensch
229986441,Left,Corey Ryan Forrester First of His Name,CoreyRForrester
266893944,Right,Jarrett Stepman,JarrettStepman
22008787,Right,Chris Stigall,ChrisStigall
2281325286,Right,Techno Fog,Techno_Fog
1120698997327294464,Center,Reed Galen,reedgalen
65277959,Center,Shimon Prokupecz,ShimonPro
827011405165559808,Center,Mexi-'Can' Marine💪🇺🇸🇲🇽(F🖕U Reps!),Jay_USMC2
1976143068,Center,Emmanuel Macron,EmmanuelMacron
14413466,Center,Jon Ralston,RalstonReports
338985020,Center,Agence France-Presse,afpfr
930552552302792705,Right,Dan Crenshaw,DanCrenshawTX
502281810,Center,Julia Louis-Dreyfus,OfficialJLD
240107748,Right,David French,DavidAFrench
787392577,Right,Sarah Longwell,SarahLongwell25
3310061541,Right,JT Lewis,thejtlewis
2565360157,Right,Hans Mahncke,HansMahncke
25235151,Right,Rita Panahi,RitaPanahi
76837768,Left,Ady Barkan,AdyBarkan
278175882,Left,Alexi McCammond,alexi
217543151,Right,Tim Scott,SenatorTimScott
49849732,Left,Gustavo Petro,petrogustavo
62103,Left,Timothy Burke,bubbaprog
17376893,Left,Right Wing Watch,RightWingWatch
16868756,Center,Dan Diamond,ddiamond
739119366,Left,Robert Wolf,robertwolf32
471672239,Right,Kellyanne Conway,KellyannePolls
75509967,Center,Rahul Kanwal,rahulkanwal
17018594,Center,Jason Baum,jasonbaum
55192727,Right,Matt Whitlock,mattdizwhitlock
19834403,Left,Mayor Eric Adams,NYCMayor
1001285146392383489,Left,blaire erskine,blaireerskine
851211,Left,Ben Wikler,benwikler
985749294,Left,Ruth Ben-Ghiat,ruthbenghiat
22055226,Right,Louie Gohmert,replouiegohmert
1887528152,Right,Bruce LeVell,Bruce_LeVell
26520948,Center,Alana Mastrangelo,ARmastrangelo
407013776,Center,Burgess Everett,burgessev
472431999,Right,Sohrab Ahmari,SohrabAhmari
90651198,Right,Greg Abbott,GregAbbott_TX
55369810,Center,Kate Bennett,KateBennett_DC
792091207140716544,Center,Lawyerforlaws,lawyer4laws
2537753422,Left,Bobby Lewis,revrrlewis
813738086282694656,Center,ANN is still European🇬🇧#FBPE#GTTO,56blackcat
1276140426,Right,"Corey A. DeAngelis, school choice evangelist",DeAngelisCorey
2889924959,Left,Claude Taylor,TrueFactsStated
111400999,Right,Janice Dean,JaniceDean
561516853,Left,Jane Mayer,JaneMayerNYer
343358379,Right,Doug Collins,CollinsforGA
105327432,Left,Julia Davis,JuliaDavisNews
16193222,Right,Guy Benson,guypbenson
14828860,Right,Michael Johns🇺🇸,michaeljohns
20522862,Left,John Berman,JohnBerman
26260537,Center,Tom Bonier,tbonier
1163992520252153857,Right,Mike Pompeo,mikepompeo
818282957618216960,Left,Samantha Power,SamanthaJPower
7391432,Left,Eliza Orlins,elizaorlins
8349572,Right,Justin Hart,justin_hart
855240223432769538,Left,Conor Lamb,ConorLambPA
825518870421180416,Left,Ted Corcoran (RedTRaccoon),RedTRaccoon
937422446323314688,Center,Elex Michaelson,Elex_Michaelson
427630477,Center,Andrew Desiderio,AndrewDesiderio
369583954,Center,Conor McGregor,TheNotoriousMMA
65728343,Center,CARLOS VECCHIO,carlosvecchio
231510077,Left,Joaquin Castro,JoaquinCastrotx
4205133682,Right,Guy Reschenthaler,GReschenthaler
2716396878,Center,Amaka Ekwo,Amaka_Ekwo
591531896,Left,Brennan Murphy,brenonade
3158234814,Right,Chris Buskirk e/acc,thechrisbuskirk
19671129,Center,Ice Cube,icecube
88784440,Right,Mike Lee,SenMikeLee
15327996,Center,Brandon Friedman,BFriedmanDC
861246117689925633,Right,John James,JohnJamesMI
1082334352711790593,Left,Rep. Ilhan Omar,Ilhan
1170886272,Right,Adam Paul Laxalt,AdamLaxalt
1256616990934028289,Left,TrumpDeathClock,TrumpDeathClock
208773595,Right,"Henry Davis, Jr.",iamhenrydavisjr
48029066,Right,James Rosen,JamesRosenTV
766355890689675264,Left,Mike Gwin,MichaelJGwin
14578068,Center,Ron Steslow 🌻,RonSteslow
12044602,Center,Arnold,Schwarzenegger
759081003168112640,Right,Jon Voight,jonvoight
256159524,Left,Lauren Windsor,lawindsor
1017500185356853248,Right,"U.S. Senator Bill Cassidy, M.D.",SenBillCassidy
594886554,Right,TheLastRefuge,TheLastRefuge2
15725659,Right,Matt Wolking,MattWolking
20479813,Left,Michael Moore,MMFlint
18812301,Left,Katie Couric,katiecouric
44215023,Left,Jane Lynch,janemarielynch
2467720274,Left,American Journal News,AmerIndependent
117096653,Center,NYC PBA,NYCPBA
230787751,Center,Donie O'Sullivan,donie
307039459,Center,Molly McCann Sanders,molmccann
4787411118,Right,BDW,BryanDeanWright
38056908,Center,Wendy Heckmann,HopeHeck
158062942,Left,Alli Hedges Maser,AllisonLHedges
591973307,Right,Philip Melanchthon Wegmann,PhilipWegmann
14135350,Center,Bianna Golodryga,biannagolodryga
43910797,Left,Sherrod Brown,SenSherrodBrown
1049171,Center,Tom Watson,tomwatson
826261914,Center,"James Lindsay, number one Gay Studies author",ConceptualJames
26078152,Center,Mary Vought,MaryVought
44196397,Center,Elon Musk,elonmusk
19334118,Center,Arieh Kovler,ariehkovler
18020612,Left,David Lammy,DavidLammy
47034524,Center,Rick Hasen,rickhasen
604940737,Left,Jeet Heer,HeerJeet
15007149,Left,John Kerry,JohnKerry
251983774,Left,DJ Judd,DJJudd
19750159,Left,Justin Hendrix,justinhendrix
7768402,Left,Ryan J. Reilly,ryanjreilly
38354090,Left,Scott Hechinger,ScottHech
1200451909406121984,Right,Senator Kelly Loeffler,SenatorLoeffler
20733972,Right,Reince Priebus,Reince
323440720,Left,Joaquin Castro,Castro4Congress
472587261,Left,Clint Smith,ClintSmithIII
25203361,Center,ROSIE,Rosie
556865087,Left,CPD Action 💥 Text JOINUS to 25463!,CPDAction
807357676300730368,Left,Richard Stengel,stengel
21878635,Center,Arlette Saenz,ArletteSaenz
271075882,Center,❤️🧡💛ᗰia💚💙💜,mommamia1217
515655160,Right,Dov Hikind,HikindDov
334385278,Left,Jeff Stein,JStein_WaPo
561441494,Right,𝗥𝗲𝗱𝗣𝗶𝗹𝗹𝗥𝗲𝗽𝗼𝗿𝘁,RedPillReport
1117065031076724736,Right,Andrew Hitt,AndrewHittGOP
14327933,Left,Lis Smith,Lis_Smith
1247258339584684032,Left,Dr. Zev Zelenko,zev_dr
119099353,Right,HARLAN Z. HILL 🇺🇸,Harlan
43350851,Right,Dr. Robert Jeffress,robertjeffress
11622712,Right,JD Rucker,JDRucker
50772918,Right,Clay Travis,ClayTravis
1103391610384117767,Center,Tim Perry,tperry518
47455112,Center,Laura Rozen,lrozen
114050808,Center,Lisa Desjardins,LisaDNews
874258472,Center,Jonathan Greenberg,JournalistJG
174751002,Left,Will Steakin,wsteaks
452521774,Left,Christopher Ingraham🦗,_cingraham
28817015,Center,Russel L. Honore',ltgrusselhonore
247334603,Left,Senator Dick Durbin,SenatorDurbin
1688,Center,Adam Rifkin 🐼🌻,ifindkarma
19608297,Left,Human Rights Campaign,HRC
10057582,Center,KRUPALI,krupali
39245720,Left,Trip Gabriel,tripgabriel
2968626209,Center,Fly Sistah,Fly_Sistah
68739089,Right,Charles Gasparino,CGasparino
824797212425191425,Center,ALT-immigration,ALT_uscis
14940354,Center,Jim Roberts,nycjim
36588739,Right,Log Cabin Republicans,LogCabinGOP
1269737419965939714,Right,Pauley Teeks,PauleyTeeks
1145080857159512065,Center,Matt Skidmore,zachandmattshow
119837703,Right,Chuck Ross,ChuckRossDC
142833391,Center,Chuck Lindell,chucklindell
2351909388,Right,M. Hanif Jazayeri,HanifJazayeri
19188848,Center,Natasha Korecki,natashakorecki
1192160073897988096,Center,Rachel Vindman 🌻,natsechobbyist
197496309,Right,Frank Luntz,FrankLuntz
17261066,Left,Adam Best,adamcbest
16315143,Left,Venture Capital,kelly2277
262223982,Right,Jeff Greenfield,greenfield64
39689218,Left,Misha Collins,mishacollins
3293406121,Center,sarah,sahouraxo
1965420800,Left,Norm Eisen (norm.eisen on Threads),NormEisen
17291393,Center,Willie Geist,WillieGeist
16170253,Left,Ryan Grim,ryangrim
18983793,Right,Shannon Bream,ShannonBream
20280088,Center,Scott MacFarlane,MacFarlaneNews
510322989,Center,Brett Favre,BrettFavre
233000889,Right,Fleccas 🇺🇸,fleccas
172511244,Right,Tony Shaffer (Pronouns: Apocalypse/Now),T_S_P_O_O_K_Y
31059230,Center,Michael Del Moro,MikeDelMoro
75939860,Left,Eli Stokols,EliStokols
6724252,Right,Phil Kerpen,kerpen
450341380,Center,Mike Madrid,madrid_mike
1351284403801108481,Center,Jeff Zients,WHCOS
701825647,Right,Sean Parnell,SeanParnellUSA
21148293,Left,Kathy Griffin,kathygriffin
71048726,Left,Julia Ioffe,juliaioffe
42995067,Left,Brian Fallon,brianefallon
247002793,Right,I Yam What I Yam,Nvr4Get91101
1107497784377114626,Center,Gino darmo,RealGinodarmo
15228276,Center,Brahm Resnik,brahmresnik
26657119,Left,MoveOn,MoveOn
39000115,Center,Katy Tur,KatyTurNBC
242907470,Left,Greg Miller,gregpmiller
22816540,Center,Michelle Kinney,MichelleKinney
828157237,Right,Golden State Times 🇺🇸,Goldstatetimes
34036358,Left,Gabriel Sherman,gabrielsherman
45265448,Center,Melanie Zanona,MZanona
32820923,Left,Kionne “Commish” McGhee,kionnemcghee
299273962,Left,Laurie Garrett,Laurie_Garrett
275276082,Right,Thomas Paine,Thomas1774Paine
138141495,Center,(((Harry Enten))),ForecasterEnten
3353220134,Right,Pat Ward,WardDPatrick
263473924,Center,Elizabeth Landers,ElizLanders
270921976,Left,Michael O'Grady,mog7546
515736574,Center,"Bill Pascrell, Jr.",PascrellforNJ
792038436,Left,Anna Massoglia,annalecta
516735105,Right,John Boyle,jboyle1223
18170845,Right,Jerry Dunleavy 🇺🇸,JerryDunleavy
339984356,Right,Ivan Pentchoukov,IvanPentchoukov
325001316,Center,Ken Dilanian,KenDilanianNBC
120295432,Right,CPAC,CPAC
19638751,Left,David Pepper,DavidPepper
1296268537074343937,Right,Win America Back...PAC,WinAmrcaBackPAC
843636970538618880,Center,Rep. Clay Higgins,RepClayHiggins
2316383071,Center,"Caroline Orr Bueno, Ph.D",RVAwonk
329115426,Left,Waleed Shahid 🪬,_waleedshahid
882916598515998723,Right,Heather Mullins,TalkMullins
27347950,Center,Jonathan Tamari,JonathanTamari
23176276,Right,Meghan McCain,MeghanMcCain
15837659,Left,Jennifer Bendery,jbendery
64798737,Center,Marcelo Ebrard C.,m_ebrard
18175442,Center,Paul Farhi,farhip
108617810,Center,Dana Bash,DanaBashCNN
22508473,Right,Oversight Committee,GOPoversight
898218643888197632,Right,America First,AmericaFirstPAC
118567880,Right,"David Reaboi, Late Republic Nonsense",davereaboi
115393565,Left,Stefan Simanowitz,StefSimanowitz
879771304316071938,Left,Fair Fight,fairfightaction
43412697,Left,Clara Jeffery,ClaraJeffery
1102366739394813952,Center,Tomo,Tomo20309138
16006592,Center,Benjy Sarlin,BenjySarlin
149269179,Right,Nevada GOP,NVGOP
221162525,Right,Pat Toomey (US Sen. ret.),SenToomey
18646108,Right,Bret Baier,BretBaier
14834340,Left,Jay Rosen,jayrosen_nyu
1110434154,Right,Julio Rosas,Julio_Rosas11
876240395470069760,Right,#FairyGodMother2Reality,WendyMeer11
35157660,Left,Bette Dangerous,Heidi_Cuda
306389855,Right,Rick Scott,ScottforFlorida
117777690,Left,Jeremy Corbyn,jeremycorbyn
3066800573,Right,Christopher F. Rufo ⚔️,realchrisrufo
14007532,Center,Frank Thorp V,frankthorp
1259161441900298241,Right,Susan Mount,SusanMount45
14075981,Center,David P Gelles,gelles
115681686,Center,Bruce Porter Jr. ,NetworksManager
351120282,Center,Arsen Ostrovsky 🎗️,Ostrov_A
14668111,Center,Bill Grueskin,BGrueskin
21983800,Center,Eric Ortner,eortner
964753204297728000,Center,Beams,wxandnews
19570075,Center,Michael M. Grynbaum,grynbaum
1286161147,Left,Katie Phang,KatiePhang
24733117,Center,Jeffrey Levin 🇺🇦,jilevin
716813053,Left,Matthew Chapman,fawfulfan
340418291,Center,Rula Jebreal,rulajebreal
22302678,Center,Betsy Klein,betsy_klein
1967216306,Center,Matthew Miller,StateDeptSpox
149681153,Right,Jesse R. Binnall,jbinnall
16832632,Center,"Office of Kevin Rudd, 26th PM of Australia",MrKRudd
112047805,Right,Brit Hume,brithume
39176902,Center,Juan Guaidó,jguaido
70778344,Center,Conor Sen,conorsen
317980134,Center,Craig Caplan,CraigCaplan
30289355,Center,Kathy Gray,michpoligal
13049362,Center,Complex,Complex
14407458,Right,Mike Roman,mikeroman
27185431,Right,kingface_f1,KingfaceF1
827494604144537600,Left,Mandy Patinkin,PatinkinMandy
880404086,Left,Sabrina Singh,sabrinasingh24
468657693,Right,Christian Vanderbrouk 🇺🇸🇮🇱🇺🇦,UrbanAchievr
1085225533623783424,Right,KanekoaTheGreat,KanekoaTheGreat
1295737758095417344,Left,Republicans & Independents for Biden,RsAndIs4Biden
3430882365,Left,Fred,WaywardWinifred
27882000,Center,Jamie Dupree,jamiedupree
2955076692,Center,Seth Hettena,seth_hettena
31122582,Left,Oversight Committee Democrats,OversightDems
114782468,Center,Carl Quintanilla,carlquintanilla
1398759560,Left,Robert Maguire,RobertMaguire_
20104539,Center,Zohreen Shah,Zohreen
18967418,Center,Hunter Walker,hunterw
28162211,Center,Max Boot 🇺🇦🇺🇸,MaxBoot
3021460584,Left,MJ Hegar🇺🇦🌻,mjhegar
42407972,Center,Joyce Karam,Joyce_Karam
280664117,Center,Patrick Svitek,PatrickSvitek
1194382680458067968,Center,Students for Trump at ASU,sft_asu
120668752,Center,Indian-Americans,HinduAmericans
1206881666,Center,Red Walrus,_RedWalrus_
948946378939609089,Left,Governor Phil Murphy,GovMurphy
29077161,Center,Justin Gray,JustinGrayWSB
728604440,Center,#StopCopCity,ChuckModi1
1350150750966603777,Center,Secretary Antony Blinken,SecBlinken
82119937,Center,Andrés Manuel,lopezobrador_
1133781254959239168,Right,Senator Doug Mastriano,SenMastriano
1098615836,Center,Brooke Singman,BrookeSingman
20598137,Center,Tom Newton Dunn,tnewtondunn
24236120,Right,Sean Langille,SeanLangille
2964949642,Right,Martha McSally,MarthaMcSally
16369805,Left,Max Kennerly,MaxKennerly
274294204,Left,Will Sommer,willsommer
953924228306305024,Left,Cleavon MD 💉 💉 💉,Cleavon_MD
12,Center,jack,jack
136004952,Right,Andrew Neil,afneil
43383705,Left,Bruce Springsteen,springsteen
32551884,Center,Alan Feuer,alanfeuer
1390318944,Right,Defeat Joe Biden,Defeat_Joe
471741741,Right,PMO India,PMOIndia
2818532994,Center,Maura Barrett,MauraBarrettNBC
370982639,Left,Alex Thompson,AlexThomp
884578187392544769,Center,John Sipher,john_sipher
52392666,Left,Zoe Tillman,ZoeTillman
6798482,Center,Jonathan Oosting,jonathanoosting
784306108085129216,Center,Henry T. Contreras 🌻,HenryTContreras
21026508,Right,Sergio Gor,SergioGor
59145948,Left,Maureen Dowd,maureendowd
18602100,Left,Philippe Reines,PhilippeReines
318560226,Center,Dan Alexander,DanAlexander21
20076659,Right,Media Research Center,theMRC
33435693,Left,Ian Sams,IanSams
14190948,Left,b-boy bouiebaisse,jbouie
47632905,Center,Jordan Fabian,Jordanfabian
821456935421693952,Right,Secretary David Bernhardt,SecBernhardt
27101698,Center,Tom Winter,Tom_Winter
375662595,Left,Eric Lipton,EricLiptonNYT
49510236,Center,Lara Seligman,laraseligman
1030937854443053056,Center,Tiffany Drastic,PDXEleven
25436570,Center,Debra Garrett,debragarrett
25704351,Left,BoldProgressives.org,BoldProgressive
95463107,Center,Charlie Sykes,SykesCharlie
14588748,Left,Dan Froomkin (PressWatchers.org),froomkin
626455898,Center,Sol,forwardarc
88223320,Center,Grace Panetta,grace_panetta
1320656142,Center,Brett McGurk,brett_mcgurk
931187167811985409,Left,Jenny Durkan,MayorJenny
15808218,Left,Kevin Gosztola,kgosztola
20217019,Right,Doug Ducey,DougDucey
7860902,Left,Ilyse Hogue is @ilyseh everywhere,ilyseh
21696279,Left,Brian Beutler,brianbeutler
1252764865,Left,Nicolás Maduro,NicolasMaduro
327862439,Center,Jonathan Swan,jonathanvswan
14246055,Center,Bill Scher,billscher
165791468,Left,Social Security Works,SSWorks
527071710,Center,Amanda Golden,amandawgolden
976542720,Left,Mayor Muriel Bowser,MayorBowser
21146733,Center,NationalNursesUnited,NationalNurses
86626845,Center,Eric Topol,EricTopol
1252112918444797952,Left,Quarantined Life,Real_QL
997503485707943937,Right,Sol🎬,Solmemes1
16162149,Center,Carla ‘Bluechecked’ Marinucci,cmarinucci
514002030,Center,Sara Cook,saraecook
1428908562,Center,Nicole Sganga,NicoleSganga
138212728,Center,Jorge Arreaza M,jaarreaza
21461359,Left,Juliette Kayyem,juliettekayyem
257661436,Center,Eamon Javers,EamonJavers
1352064843432472578,Center,White House COVID-19 Response Team,WHCOVIDResponse
1031747223569227776,Right,Darren J. Beattie 🌐,DarrenJBeattie
121217779,Right,PPV_TAHOE,ppv_tahoe
22891564,Left,Chris “Law Dork” Geidner,chrisgeidner
2030711,Left,Matt Stoller,matthewstoller
14222536,Left,tyler oakley // schedule pinned,tyleroakley
885149478,Center,Jennifer Griffin,JenGriffinFNC
26186655,Left,Jesse Lehrich,JesseLehrich
2734241886,Center,Ken Farnaso,KLF
62734246,Center,JM Rieger,RiegerReport
60087571,Left,Alexander Nazaryan,alexnazaryan
276688330,Center,"Matthew Cortland, they",mattbc
47529622,Left,Arlen Parsa,arlenparsa
24491044,Center,Don Salmon,dijoni
35315192,Left,Zev Shalev,ZevShalev
24613245,Center,Rob Flaherty,Rob_Flaherty
806344552718045184,Right,Dr. Simone Gold,drsimonegold
841489249157468161,Left,Democracy Docket,DemocracyDocket
77653794,Right,Iván Duque 🇨🇴,IvanDuque
20494730,Center,Jason Whitely,JasonWhitely
17642330,Right,Young Americans for Liberty,YALiberty
75797367,Left,Daniel W. Drezner,dandrezner
505079765,Center,Sam Brodey,sambrodey
234374703,Center,Senator Joe Manchin,Sen_JoeManchin
53789862,Left,Max Blumenthal,MaxBlumenthal
1317513407881486339,Right,NautPoso 🇮🇪☘️,NautPoso
1132012321,Center,Daniella Diaz,DaniellaMicaela
126401831,Center,Erik Wasson,elwasson
1901916354,Right,Matt Finn,MattFinnFNC
309282144,Left,Annie Karni,anniekarni
2334193741,Center,James Comey,Comey
235217558,Right,Cory Gardner,SenCoryGardner
17877451,Center,Meg Kinnard,MegKinnardAP
1651225333,Right,Daniel Chaitin,danielchaitin7
129879105,Right,Mike Emanuel 🇺🇸,MikeEmanuelFox
5693842,Right,Senate Republicans,NRSC
217550862,Center,John Bresnahan,bresreports
39330733,Center,devon sawa,DevonESawa
851969019372548096,Right,Minnesota Miners,MinnesotaMiners
